StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,versuchsleitung,bedingung,einwilligung,codeword,sr_know1,sr_know2,test_know1,test_know2,test_know3,test_know4,test_know5,test_know6,test_know7,test_know8,test_know9,test_know10,test_know11,se_test1,se_test2,se_intro2,se1,se2,se3,se4,se5,se6,se7,se8,se9,se10,se11,se12,ac3,VL_kontaktiert,gender,age,ac1,edu,employ,employ_7_TEXT,SHD,SHD_1_TEXT,ExpertiseSMD,ExpertisePrivacyCS,ExperienceAR,sys_trust1,sys_trust2,sys_trust3,sys_trust4,sys_trust5,sys_trust6,sys_trust7,sys_trust8,sys_trust9,sys_trust10,sys_trust11,sys_trust12,symb_trust1,symb_trust2,symb_trust3,symb_trust4,symb_trust5,sa1,sa2,sa3,sa4,sa5,sa6,ac2,anmerkung_nachfrage,anmerkung_nachfrage_2_TEXT,anmerkung_sonstiges,anmerkung_sonstiges_2_TEXT,FL_31_DO,FL_24_DO,FL_26_DO,FL_15_DO,FL_17_DO,PerceivedKnowledge_DO,TestedKnowledge_DO,Self-Efficacy_DO,Demographie_DO,SystemTrust_DO,SymbolTrust_DO,SafetyAttitude_DO
2023-10-19 11:57:02,2023-10-19 12:51:14,0,100,3252,1,2023-10-19 12:51:15,R_3ENocOcF791u6Zy,anonymous,DE,1,1,1,IN06CH1,2,2,"1,2,3","2,3",1,"1,2,3,4","1,2",2,"1,2","1,2,3","1,3","1,4","1,4",6,3,-99,3,1,3,3,3,3,2,5,4,5,4,2,1,1,2,22,1,6,4,-99,2,-99,2,3,2,2,2,3,2,2,4,2,1,3,3,2,3,3,5,3,2,2,2,3,2,2,4,2,5,2,App ist einmal eingefroren - konnte aber durch aus/anmachen behoben werden,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,FL_26|Demographie,SystemTrust|SafetyAttitude|SymbolTrust,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know5|test_know8|test_know3|test_know10|test_know1|test_know7|test_know4|test_know2|test_know11|test_know6|test_know9,se_intro1|se_test1|se_test2|se_intro2|se12|se1|se7|se11|se5|se6|se10|se3|se8|se9|se2|se4|ac3,employ|ac1|age|edu|gender|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust1|sys_trust6|sys_trust4|sys_trust2|sys_trust5|sys_trust9|sys_trust10|sys_trust7|sys_trust3|sys_trust11|sys_trust12|sys_trust8,sym_trust_into|symb_trust5|symb_trust4|symb_trust1|symb_trust2|symb_trust3,sa_intro|sa5|sa6|ac2|sa3|sa1|sa4|sa2
2023-10-19 12:45:29,2023-10-19 13:33:55,0,100,2905,1,2023-10-19 13:33:55,R_3qBWgqkHejpJS6Q,anonymous,DE,1,1,1,AR27VE1,2,2,"1,2,3",4,4,1,"1,2,4",1,3,"1,3",3,1,3,7,3,-99,5,6,6,3,2,4,3,4,3,6,6,4,1,1,2,22,1,6,4,-99,2,-99,2,3,2,5,5,4,6,5,6,5,7,5,6,5,6,5,4,3,4,4,3,1,2,1,5,2,5,1,-99,2,Nachfrage zur Innogy Cloud - wo ist die zu finden (bei Router),TestedKnowledge|PerceivedKnowledge|Self-Efficacy,FL_26|Demographie,SafetyAttitude|SymbolTrust|SystemTrust,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know8|test_know10|test_know2|test_know4|test_know6|test_know9|test_know1|test_know11|test_know7|test_know5|test_know3,se_intro1|se_test1|se_test2|se_intro2|se3|se2|se6|ac3|se10|se12|se1|se4|se5|se11|se8|se7|se9,edu|ac1|gender|age|employ|SHD|ExperienceAR|ExpertiseSMD|ExpertisePrivacyCS,sys_trust_intro|sys_trust7|sys_trust10|sys_trust2|sys_trust1|sys_trust11|sys_trust6|sys_trust4|sys_trust3|sys_trust5|sys_trust12|sys_trust9|sys_trust8,sym_trust_into|symb_trust1|symb_trust5|symb_trust2|symb_trust4|symb_trust3,sa_intro|sa5|ac2|sa2|sa3|sa6|sa4|sa1
2023-10-20 09:53:55,2023-10-20 10:39:35,0,100,2740,1,2023-10-20 10:39:36,R_tFmPiIqIzxrqfYZ,anonymous,DE,1,4,1,RE06DT4,2,1,"1,3","3,4",4,1,"1,2,4",1,3,"1,3","1,3","1,4","1,4",7,6,-99,2,5,5,4,4,4,2,3,1,2,2,1,1,1,2,19,1,6,4,-99,1,Vernetzte Leuchten: Ledvance,2,3,2,6,6,4,7,7,7,7,7,7,5,2,5,3,2,1,1,1,1,4,3,1,2,2,5,1,-99,1,-99,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,Demographie|FL_26,SymbolTrust|SystemTrust|SafetyAttitude,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know3|test_know11|test_know4|test_know8|test_know2|test_know9|test_know7|test_know1|test_know5|test_know10|test_know6,se_intro1|se_test1|se_test2|se_intro2|se8|se11|se3|se5|se1|se7|se10|se6|se12|ac3|se9|se2|se4,ac1|edu|age|gender|employ|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust10|sys_trust3|sys_trust1|sys_trust7|sys_trust12|sys_trust11|sys_trust9|sys_trust6|sys_trust2|sys_trust5|sys_trust4|sys_trust8,sym_trust_into|symb_trust1|symb_trust2|symb_trust4|symb_trust5|symb_trust3,sa_intro|ac2|sa6|sa3|sa4|sa2|sa5|sa1
2023-10-20 13:39:20,2023-10-20 14:43:40,0,100,3860,1,2023-10-20 14:43:41,R_3qxqjzVDV7yoXwy,anonymous,DE,2,3,1,NN09NE1,2,2,3,3,4,4,1,1,3,3,2,1,2,7,4,-99,4,3,4,1,4,4,4,1,1,4,5,4,1,1,2,32,1,6,4,-99,2,-99,2,3,2,3,3,5,4,1,3,4,5,4,4,4,4,4,4,4,4,4,2,4,3,2,2,2,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,Demographie|FL_26,SafetyAttitude|SystemTrust|SymbolTrust,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know11|test_know6|test_know1|test_know4|test_know5|test_know8|test_know3|test_know10|test_know2|test_know7|test_know9,se_intro1|se_test1|se_test2|se_intro2|se10|se11|se5|se7|se12|se8|se1|se9|se4|se2|se6|ac3|se3,age|edu|employ|ac1|gender|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust3|sys_trust12|sys_trust5|sys_trust6|sys_trust11|sys_trust8|sys_trust10|sys_trust1|sys_trust9|sys_trust2|sys_trust4|sys_trust7,sym_trust_into|symb_trust5|symb_trust4|symb_trust2|symb_trust1|symb_trust3,sa_intro|sa4|sa1|sa5|ac2|sa2|sa3|sa6
2023-10-20 13:48:14,2023-10-20 14:44:59,0,100,3404,1,2023-10-20 14:45:00,R_2rwGwG1Cdb4Ikr0,anonymous,DE,2,2,1,nd09ta8,3,3,"1,2,3",1,4,"1,3",1,"1,4","3,4",3,3,1,"1,2",7,3,-99,4,7,6,2,1,6,7,4,4,4,3,7,1,1,1,25,1,6,7,Azubi,1,Amazon Echo,1,3,2,5,4,3,5,4,6,7,7,5,5,4,5,2,3,3,4,3,3,1,2,3,3,2,5,1,-99,2,"Hat bei Update Aufgabe um Hilfe gebeten. Darauf verwiesen, dass ich nicht helfen darf und auf Skip hingewiesen",Self-Efficacy|TestedKnowledge|PerceivedKnowledge,Demographie|FL_26,SystemTrust|SafetyAttitude|SymbolTrust,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know3|test_know2|test_know9|test_know7|test_know5|test_know6|test_know8|test_know1|test_know11|test_know10|test_know4,se_intro1|se_test1|se_test2|se_intro2|se11|se9|se4|se8|se1|se3|se6|se10|se2|se7|se12|ac3|se5,ac1|age|edu|employ|gender|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust3|sys_trust4|sys_trust5|sys_trust6|sys_trust1|sys_trust12|sys_trust8|sys_trust10|sys_trust11|sys_trust2|sys_trust7|sys_trust9,sym_trust_into|symb_trust5|symb_trust4|symb_trust1|symb_trust3|symb_trust2,sa_intro|ac2|sa4|sa2|sa6|sa5|sa1|sa3
2023-10-20 14:43:45,2023-10-20 16:20:25,0,100,5799,1,2023-10-20 16:20:26,R_3QQyOcXB5yjHiS7,anonymous,DE,2,4,1,TE02NE7,2,2,1,"3,4",5,3,4,1,2,4,2,4,4,7,4,-99,5,7,5,6,5,4,3,3,6,3,7,5,1,1,1,26,1,4,9,-99,2,-99,2,3,1,6,4,4,5,4,4,6,5,5,6,6,6,3,4,5,5,1,4,4,3,3,3,4,5,1,-99,2,"Bei erster Aufgabe erklärt, dass er auf ""Zustimmen"" klicken muss, um in Geräteeinstellungen zu kommen",PerceivedKnowledge|Self-Efficacy|TestedKnowledge,Demographie|FL_26,SymbolTrust|SafetyAttitude|SystemTrust,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know8|test_know3|test_know9|test_know6|test_know11|test_know5|test_know1|test_know2|test_know7|test_know4|test_know10,se_intro1|se_test1|se_test2|se_intro2|se5|se1|se9|se10|se4|se8|ac3|se12|se7|se6|se3|se2|se11,ac1|age|gender|employ|edu|SHD|ExpertiseSMD|ExpertisePrivacyCS|ExperienceAR,sys_trust_intro|sys_trust4|sys_trust3|sys_trust1|sys_trust5|sys_trust7|sys_trust10|sys_trust11|sys_trust6|sys_trust2|sys_trust12|sys_trust8|sys_trust9,sym_trust_into|symb_trust4|symb_trust1|symb_trust3|symb_trust2|symb_trust5,sa_intro|sa4|sa6|sa5|sa3|sa2|sa1|ac2
2023-10-23 09:21:39,2023-10-23 10:42:20,0,100,4840,1,2023-10-23 10:42:21,R_1oz3CBLvU1WWiLr,anonymous,DE,1,1,1,IN27HR0,2,2,"1,2,3","3,4",4,1,"1,4",1,1,1,3,"1,4","3,4",7,2,-99,4,5,5,4,3,3,3,4,4,3,5,6,1,1,2,23,1,6,4,-99,2,-99,2,3,1,3,5,3,4,2,5,6,6,4,5,4,6,5,5,5,5,4,4,3,4,3,4,2,5,1,-99,2,Endtext wurde nicht angezeigt? Alle 5 Aufgabe drin?,TestedKnowledge|PerceivedKnowledge|Self-Efficacy,FL_26|Demographie,SystemTrust|SafetyAttitude|SymbolTrust,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know1|test_know11|test_know6|test_know5|test_know3|test_know2|test_know9|test_know8|test_know7|test_know4|test_know10,se_intro1|se_test1|se_test2|se_intro2|ac3|se9|se4|se10|se12|se2|se11|se7|se6|se8|se1|se5|se3,ac1|employ|edu|age|gender|SHD|ExpertisePrivacyCS|ExperienceAR|ExpertiseSMD,sys_trust_intro|sys_trust9|sys_trust12|sys_trust1|sys_trust3|sys_trust7|sys_trust4|sys_trust10|sys_trust11|sys_trust2|sys_trust6|sys_trust8|sys_trust5,sym_trust_into|symb_trust1|symb_trust4|symb_trust3|symb_trust5|symb_trust2,sa_intro|sa6|sa4|sa5|sa1|sa3|sa2|ac2
2023-10-23 10:59:16,2023-10-23 11:44:36,0,100,2719,1,2023-10-23 11:44:37,R_3R9OU8PQFxTR7VQ,anonymous,DE,1,5,1,IC11OP9,2,2,"1,2,3","3,4",4,1,"1,2",1,4,3,"1,3",1,"2,3",7,2,-99,4,7,6,4,6,7,7,4,2,6,7,7,1,1,2,24,1,7,4,-99,2,-99,2,3,2,6,6,6,7,5,4,7,7,7,6,6,7,3,4,3,4,3,3,5,4,5,5,3,5,2,"Fenstersensor QR Code konnte nicht eingescannt werden am Anfang. Aufgabe wurde dann übersprungen, hat hinterher doch noch geklappt.",1,-99,,,,Demographie|FL_17,Self-Efficacy|TestedKnowledge|SafetyAttitude|SystemTrust|PerceivedKnowledge|SymbolTrust,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know9|test_know2|test_know5|test_know4|test_know6|test_know1|test_know8|test_know10|test_know11|test_know3|test_know7,se_intro1|se_test1|se_test2|se_intro2|ac3|se1|se9|se10|se12|se5|se2|se7|se4|se11|se6|se3|se8,edu|employ|gender|age|ac1|SHD|ExperienceAR|ExpertiseSMD|ExpertisePrivacyCS,sys_trust_intro|sys_trust11|sys_trust9|sys_trust1|sys_trust3|sys_trust10|sys_trust6|sys_trust2|sys_trust7|sys_trust12|sys_trust4|sys_trust8|sys_trust5,sym_trust_into|symb_trust5|symb_trust2|symb_trust3|symb_trust4|symb_trust1,sa_intro|sa1|sa2|sa3|sa6|sa4|ac2|sa5
2023-10-24 09:52:32,2023-10-24 10:46:18,0,100,3225,1,2023-10-24 10:46:18,R_1DGvmSKTmbiEriF,anonymous,DE,1,1,1,YL22EL2,1,1,"1,3","3,4",4,"1,4",4,4,"1,4",1,"1,3","1,4","3,4",7,2,-99,1,3,5,1,1,5,1,2,1,4,4,6,1,1,2,21,1,6,4,-99,1,Staubsauger,2,3,1,5,6,4,5,4,5,7,7,5,5,2,5,1,3,4,4,2,2,2,1,1,1,1,5,1,-99,2,etwas verwirrend am Anfang,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,Demographie|FL_26,SymbolTrust|SystemTrust|SafetyAttitude,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know8|test_know6|test_know11|test_know5|test_know7|test_know4|test_know9|test_know2|test_know3|test_know10|test_know1,se_intro1|se_test1|se_test2|se_intro2|se8|se11|ac3|se5|se9|se6|se3|se12|se7|se1|se4|se2|se10,gender|employ|ac1|edu|age|SHD|ExperienceAR|ExpertiseSMD|ExpertisePrivacyCS,sys_trust_intro|sys_trust8|sys_trust10|sys_trust9|sys_trust3|sys_trust11|sys_trust6|sys_trust2|sys_trust5|sys_trust7|sys_trust12|sys_trust4|sys_trust1,sym_trust_into|symb_trust2|symb_trust1|symb_trust3|symb_trust5|symb_trust4,sa_intro|ac2|sa2|sa6|sa4|sa3|sa5|sa1
2023-10-24 09:52:59,2023-10-24 10:50:54,0,100,3474,1,2023-10-24 10:50:55,R_2teY2Dk6SgthvCy,anonymous,DE,1,3,1,OP21ND0,2,2,"1,3","3,4",4,"1,3","1,2,4",4,"1,4",3,"1,2,3","1,4","2,3,4",7,6,-99,6,7,6,7,5,5,4,4,4,6,6,6,1,1,2,23,1,6,4,-99,2,-99,1,3,2,5,6,4,5,3,5,6,7,6,6,6,5,3,4,4,4,3,4,3,2,3,4,3,5,1,-99,1,-99,Self-Efficacy|TestedKnowledge|PerceivedKnowledge,Demographie|FL_26,SafetyAttitude|SymbolTrust|SystemTrust,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know3|test_know6|test_know11|test_know5|test_know10|test_know8|test_know9|test_know2|test_know7|test_know1|test_know4,se_intro1|se_test1|se_test2|se_intro2|se7|se9|se11|ac3|se5|se2|se10|se4|se8|se3|se6|se12|se1,employ|age|edu|ac1|gender|SHD|ExperienceAR|ExpertiseSMD|ExpertisePrivacyCS,sys_trust_intro|sys_trust9|sys_trust3|sys_trust4|sys_trust2|sys_trust8|sys_trust11|sys_trust10|sys_trust5|sys_trust7|sys_trust12|sys_trust6|sys_trust1,sym_trust_into|symb_trust1|symb_trust2|symb_trust3|symb_trust4|symb_trust5,sa_intro|sa4|ac2|sa6|sa2|sa5|sa1|sa3
2023-10-24 15:51:14,2023-10-24 17:21:03,0,100,5388,1,2023-10-24 17:21:04,R_5dbBwQeXtUGJjlD,anonymous,DE,2,4,1,OR08OE7,2,1,"1,3","3,4",5,"1,3","1,2,4",1,1,"1,2,3",3,"1,4","3,4",7,3,-99,4,5,6,6,3,2,2,5,1,2,4,5,1,1,2,26,1,7,4,-99,2,-99,2,3,2,2,4,4,3,2,4,-99,4,4,4,2,4,1,2,5,2,1,2,4,4,2,3,1,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,Demographie|FL_26,SafetyAttitude|SystemTrust|SymbolTrust,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know7|test_know9|test_know11|test_know2|test_know4|test_know6|test_know5|test_know10|test_know3|test_know1|test_know8,se_intro1|se_test1|se_test2|se_intro2|se8|se9|se5|se12|se3|se11|se10|se7|se1|se6|se2|ac3|se4,edu|gender|employ|age|ac1|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust5|sys_trust2|sys_trust3|sys_trust4|sys_trust9|sys_trust8|sys_trust11|sys_trust1|sys_trust6|sys_trust12|sys_trust10|sys_trust7,sym_trust_into|symb_trust4|symb_trust2|symb_trust3|symb_trust1|symb_trust5,sa_intro|sa1|sa5|sa6|sa3|sa2|sa4|ac2
2023-10-25 09:55:23,2023-10-25 11:34:48,0,100,5964,1,2023-10-25 11:34:49,R_2w0RD0PTAxXTckO,anonymous,DE,1,3,1,OS01EL3,3,2,"1,2,3","3,4",4,"1,3","1,4",3,4,1,"1,2,3","1,4","3,4",7,3,-99,2,4,5,4,3,5,3,1,2,2,6,4,1,1,2,20,1,6,4,-99,1,"Hausassistent ",1,3,2,3,3,1,3,2,6,5,6,4,5,4,6,4,4,4,5,2,3,2,1,4,3,2,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,FL_26|Demographie,SafetyAttitude|SymbolTrust|SystemTrust,,,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know9|test_know8|test_know4|test_know11|test_know7|test_know5|test_know2|test_know10|test_know1|test_know6|test_know3,se_intro1|se_test1|se_test2|se_intro2|se3|se2|se6|se1|se7|se4|se8|se10|se11|se9|se12|ac3|se5,age|ac1|gender|employ|edu|SHD|ExperienceAR|ExpertiseSMD|ExpertisePrivacyCS,sys_trust_intro|sys_trust10|sys_trust5|sys_trust7|sys_trust3|sys_trust11|sys_trust1|sys_trust4|sys_trust12|sys_trust9|sys_trust6|sys_trust8|sys_trust2,sym_trust_into|symb_trust1|symb_trust4|symb_trust2|symb_trust5|symb_trust3,sa_intro|sa1|sa2|sa3|sa4|sa6|sa5|ac2
2023-10-25 10:55:25,2023-10-25 11:46:47,0,100,3081,1,2023-10-25 11:46:48,R_Xhtd8jJkg70U9Ff,anonymous,DE,1,5,1,mi25el3,2,2,1,4,4,1,1,2,4,1,"1,3","1,4",3,7,4,-99,5,6,7,5,6,6,5,4,5,5,6,7,1,1,2,20,1,6,7,Teilzeit-angestellte und Studierende,2,-99,2,3,2,5,6,6,7,3,3,7,5,5,4,4,6,4,4,4,4,3,5,3,2,2,4,2,5,1,-99,2,Endtext nicht angezeigt; erledigte Aufgabe wurde nicht direkt als solche markiert.,,,,FL_17|Demographie,SystemTrust|PerceivedKnowledge|SafetyAttitude|TestedKnowledge|SymbolTrust|Self-Efficacy,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know10|test_know6|test_know5|test_know3|test_know2|test_know1|test_know8|test_know11|test_know7|test_know4|test_know9,se_intro1|se_test1|se_test2|se_intro2|se6|se1|se5|se11|se3|se8|se7|ac3|se10|se9|se4|se2|se12,ac1|employ|gender|age|edu|SHD|ExperienceAR|ExpertiseSMD|ExpertisePrivacyCS,sys_trust_intro|sys_trust9|sys_trust8|sys_trust6|sys_trust11|sys_trust10|sys_trust5|sys_trust7|sys_trust2|sys_trust1|sys_trust4|sys_trust12|sys_trust3,sym_trust_into|symb_trust1|symb_trust5|symb_trust2|symb_trust3|symb_trust4,sa_intro|sa4|sa3|sa2|sa5|sa1|ac2|sa6
2023-10-25 12:56:32,2023-10-25 13:51:43,0,100,3310,1,2023-10-25 13:51:43,R_3R7zHek1IcypCRL,anonymous,DE,1,4,1,UL03UM3,3,1,"1,2,3","3,4",4,1,"1,2,4",1,"1,4","1,3","1,3","1,4","3,4",7,2,-99,6,5,5,2,4,5,3,5,5,5,6,5,1,1,2,20,1,6,4,-99,1,Intelligente Gesundheitsgeräte,2,3,2,5,3,3,5,5,4,5,6,5,5,4,5,2,4,3,3,2,3,2,4,2,3,1,5,1,-99,2,Clouds waren schwierig zu finden; Kasten bei Router war verschoben,PerceivedKnowledge|Self-Efficacy|TestedKnowledge,Demographie|FL_26,SystemTrust|SafetyAttitude|SymbolTrust,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know2|test_know11|test_know9|test_know6|test_know5|test_know3|test_know10|test_know1|test_know7|test_know8|test_know4,se_intro1|se_test1|se_test2|se_intro2|se12|se11|se7|ac3|se8|se6|se3|se4|se5|se2|se9|se1|se10,age|ac1|edu|gender|employ|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust6|sys_trust8|sys_trust2|sys_trust9|sys_trust3|sys_trust1|sys_trust5|sys_trust7|sys_trust10|sys_trust4|sys_trust11|sys_trust12,sym_trust_into|symb_trust4|symb_trust2|symb_trust3|symb_trust5|symb_trust1,sa_intro|sa2|sa1|sa6|sa3|sa4|sa5|ac2
2023-10-25 12:56:15,2023-10-25 13:58:11,0,100,3716,1,2023-10-25 13:58:12,R_3MKmSc8NsSVOlm9,anonymous,DE,1,3,1,AT17RG0,3,2,"1,2,3","3,4",4,"1,2,3,4","1,2,4",1,"1,4","1,3",1,"1,4","1,3,4",7,4,-99,5,4,7,6,3,6,2,5,5,5,7,2,1,1,1,23,1,6,4,-99,2,-99,2,1,2,1,-99,1,-99,2,3,3,6,4,2,1,2,1,2,6,2,1,5,5,5,5,4,4,5,1,-99,2,konnte schwierig auf den Router zugreifen,TestedKnowledge|Self-Efficacy|PerceivedKnowledge,Demographie|FL_26,SystemTrust|SymbolTrust|SafetyAttitude,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know9|test_know3|test_know8|test_know7|test_know1|test_know4|test_know11|test_know6|test_know10|test_know5|test_know2,se_intro1|se_test1|se_test2|se_intro2|se9|se6|se8|se10|se5|se3|se4|se2|se12|se11|ac3|se1|se7,gender|employ|edu|age|ac1|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust10|sys_trust7|sys_trust11|sys_trust1|sys_trust6|sys_trust3|sys_trust8|sys_trust5|sys_trust9|sys_trust2|sys_trust4|sys_trust12,sym_trust_into|symb_trust2|symb_trust4|symb_trust1|symb_trust5|symb_trust3,sa_intro|sa1|ac2|sa5|sa3|sa2|sa6|sa4
2023-10-25 14:30:01,2023-10-25 15:25:45,0,100,3343,1,2023-10-25 15:25:46,R_3GwtDENMBeS2LZf,anonymous,DE,1,5,1,AN28UF4,2,2,"1,2,3","3,4","4,5","1,2,4","1,2,4",1,4,"1,3",3,"1,4",3,7,5,-99,3,2,5,1,3,3,3,3,1,7,4,5,1,1,2,19,1,6,4,-99,2,-99,2,3,2,2,3,3,5,2,2,4,5,5,3,4,4,4,3,3,3,5,2,2,2,2,3,1,5,2,Benutzer Aufgabe nicht als erledigt markiert trotz korrekter Ausführung,1,-99,,,,FL_17|Demographie,TestedKnowledge|Self-Efficacy|PerceivedKnowledge|SymbolTrust|SystemTrust|SafetyAttitude,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know6|test_know9|test_know3|test_know4|test_know5|test_know10|test_know7|test_know8|test_know1|test_know11|test_know2,se_intro1|se_test1|se_test2|se_intro2|se11|se12|se6|se10|se2|se9|se5|se1|se4|se3|se7|ac3|se8,age|edu|ac1|gender|employ|SHD|ExperienceAR|ExpertisePrivacyCS|ExpertiseSMD,sys_trust_intro|sys_trust11|sys_trust9|sys_trust5|sys_trust8|sys_trust12|sys_trust1|sys_trust10|sys_trust7|sys_trust6|sys_trust4|sys_trust2|sys_trust3,sym_trust_into|symb_trust3|symb_trust5|symb_trust2|symb_trust1|symb_trust4,sa_intro|sa1|sa2|sa4|sa6|ac2|sa5|sa3
2023-10-25 13:54:50,2023-10-25 15:28:33,0,100,5623,1,2023-10-25 15:28:34,R_268BoF8lYIs768r,anonymous,DE,1,2,1,AT13DT6,2,2,2,"3,4","1,5",1,"1,4",3,"1,4","3,4","1,2","1,4","1,3",7,2,-99,3,4,3,2,4,3,3,4,3,6,5,3,5,1,1,27,1,7,4,-99,2,-99,2,3,2,6,7,7,3,3,6,6,6,5,7,5,7,3,3,5,3,4,2,4,4,3,4,4,5,1,-99,1,-99,PerceivedKnowledge|TestedKnowledge|Self-Efficacy,FL_26|Demographie,SystemTrust|SymbolTrust|SafetyAttitude,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know5|test_know10|test_know2|test_know3|test_know8|test_know9|test_know4|test_know6|test_know1|test_know11|test_know7,se_intro1|se_test1|se_test2|se_intro2|se12|se1|se4|se5|se10|se6|se2|se9|se3|ac3|se11|se8|se7,gender|ac1|employ|edu|age|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust3|sys_trust10|sys_trust4|sys_trust8|sys_trust12|sys_trust5|sys_trust9|sys_trust11|sys_trust1|sys_trust2|sys_trust7|sys_trust6,sym_trust_into|symb_trust3|symb_trust1|symb_trust5|symb_trust4|symb_trust2,sa_intro|sa4|sa2|sa1|ac2|sa5|sa6|sa3
2023-10-26 08:48:48,2023-10-26 10:01:00,0,100,4331,1,2023-10-26 10:01:01,R_3Rw3J7oI0pbpnl6,anonymous,DE,2,5,1,AN10EN0,3,1,"1,2,3","3,4","4,5","1,4","1,2",1,4,"1,3","2,3","1,4","3,4",7,1,-99,5,6,4,3,4,5,4,3,3,7,7,4,1,1,2,23,1,7,4,-99,2,-99,2,3,2,4,6,4,4,2,6,5,7,6,6,3,6,1,3,1,3,4,2,3,1,1,3,4,5,1,-99,1,-99,,,,Demographie|FL_17,PerceivedKnowledge|SymbolTrust|Self-Efficacy|TestedKnowledge|SafetyAttitude|SystemTrust,sr_know_intro|sr_know1|sr_know2,test_know_intro|test_know6|test_know1|test_know2|test_know11|test_know8|test_know5|test_know10|test_know3|test_know4|test_know9|test_know7,se_intro1|se_test1|se_test2|se_intro2|se5|se2|se6|se10|se11|se12|se3|se1|ac3|se9|se4|se7|se8,gender|ac1|employ|age|edu|SHD|ExpertisePrivacyCS|ExpertiseSMD|ExperienceAR,sys_trust_intro|sys_trust9|sys_trust4|sys_trust11|sys_trust6|sys_trust10|sys_trust2|sys_trust12|sys_trust8|sys_trust1|sys_trust7|sys_trust5|sys_trust3,sym_trust_into|symb_trust5|symb_trust3|symb_trust4|symb_trust1|symb_trust2,sa_intro|sa1|sa4|ac2|sa2|sa5|sa3|sa6
2023-10-26 09:22:08,2023-10-26 10:03:51,0,100,2502,1,2023-10-26 10:03:51,R_tPoQ6sagtLdoS53,anonymous,DE,2,3,1,AX06RG9,3,3,"1,2,3","3,4",4,1,"1,2,4",1,"1,4","1,3","1,2,3","1,4","3,4",7,1,-99,6,7,6,4,7,7,2,3,5,3,7,7,1,1,2,34,1,7,1,-99,2,-99,2,3,1,6,6,3,6,5,5,6,7,7,6,5,7,5,5,5,5,3,2,4,2,5,4,5,5,1,-99,2,"Bei erster Aufgabe bei Router nochmal auf Symbol hingewiesen, war durch verschobenen Kasten nicht direkt sichtbar",TestedKnowledge|PerceivedKnowledge|Self-Efficacy,Demographie|FL_26,SystemTrust|SymbolTrust|SafetyAttitude,,,sr_know_intro|sr_know2|sr_know1,test_know_intro|test_know6|test_know7|test_know1|test_know11|test_know2|test_know4|test_know3|test_know10|test_know8|test_know5|test_know9,se_intro1|se_test1|se_test2|se_intro2|se4|se3|se8|se7|se12|se9|se6|se10|se2|ac3|se11|se1|se5,edu|gender|ac1|age|employ|SHD|ExpertiseSMD|ExperienceAR|ExpertisePrivacyCS,sys_trust_intro|sys_trust12|sys_trust3|sys_trust2|sys_trust5|sys_trust9|sys_trust11|sys_trust10|sys_trust4|sys_trust1|sys_trust6|sys_trust7|sys_trust8,sym_trust_into|symb_trust1|symb_trust5|symb_trust3|symb_trust2|symb_trust4,sa_intro|sa1|sa5|sa4|sa2|sa6|sa3|ac2
